2022-07-07 19:04:57.004830: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcublas.so.11'; dlerror: libcublas.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005005: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcublasLt.so.11'; dlerror: libcublasLt.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005094: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcufft.so.10'; dlerror: libcufft.so.10: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005181: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcurand.so.10'; dlerror: libcurand.so.10: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005264: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcusolver.so.11'; dlerror: libcusolver.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005349: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcusparse.so.11'; dlerror: libcusparse.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005430: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory
2022-07-07 19:04:57.005454: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1850] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
I0707 19:04:57.006838 140703716603712 train.py:51] ===========Config Dict============
I0707 19:04:57.007211 140703716603712 train.py:52] available_devices:
- 0
- 1
- 2
- 3
batch_size: 8
checkpoint_freq: 2500
data_dir: google_datasets/listops-1000/
emb_dim: 512
eval_frequency: 50
factors: constant * linear_warmup * rsqrt_decay
learning_rate: 0.05
max_eval_target_length: 200
max_length: 2000
max_predict_token_length: 50
max_target_length: 200
mlp_dim: 1024
model_type: linformer
num_eval_steps: 99999
num_heads: 8
num_layers: 4
num_train_steps: 5001
pooling_mode: CLS
prompt: ''
qkv_dim: 512
random_seed: 0
restore_checkpoints: true
sampling_temperature: 0.6
sampling_top_k: 20
save_checkpoints: true
task_name: basic
tied_weights: false
trial: 0
warmup: 1000
weight_decay: 0.1

I0707 19:04:57.018665 140703716603712 xla_bridge.py:340] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
I0707 19:04:58.241846 140703716603712 xla_bridge.py:340] Unable to initialize backend 'rocm': NOT_FOUND: Could not find registered platform with name: "rocm". Available platform names are: Interpreter CUDA Host
I0707 19:04:58.242528 140703716603712 xla_bridge.py:340] Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
I0707 19:04:58.242746 140703716603712 train.py:64] GPU devices: [GpuDevice(id=0, process_index=0), GpuDevice(id=1, process_index=0), GpuDevice(id=2, process_index=0), GpuDevice(id=3, process_index=0)]
INFO:tensorflow:google_datasets/listops-1000/basic_train.tsv
I0707 19:04:58.242882 140703716603712 input_pipeline.py:35] google_datasets/listops-1000/basic_train.tsv
INFO:tensorflow:google_datasets/listops-1000/basic_val.tsv
I0707 19:04:58.343268 140703716603712 input_pipeline.py:35] google_datasets/listops-1000/basic_val.tsv
INFO:tensorflow:google_datasets/listops-1000/basic_test.tsv
I0707 19:04:58.364444 140703716603712 input_pipeline.py:35] google_datasets/listops-1000/basic_test.tsv
INFO:tensorflow:Finished preprocessing
I0707 19:04:58.385671 140703716603712 input_pipeline.py:64] Finished preprocessing
INFO:tensorflow:Building vocab
I0707 19:04:58.385778 140703716603712 input_pipeline.py:65] Building vocab
INFO:tensorflow:Processed 0
I0707 19:04:58.563772 140703716603712 input_pipeline.py:78] Processed 0
INFO:tensorflow:Processed 1000
I0707 19:05:04.699010 140703716603712 input_pipeline.py:78] Processed 1000
INFO:tensorflow:Finished processing vocab size=15
I0707 19:05:04.709922 140703716603712 input_pipeline.py:82] Finished processing vocab size=15
I0707 19:05:48.330919 140703716603712 train_utils.py:346] train in step: 51
I0707 19:05:48.353924 140703716603712 train_utils.py:346] train in step: 52
I0707 19:05:48.380270 140703716603712 train_utils.py:346] train in step: 53
I0707 19:05:48.426705 140703716603712 train_utils.py:346] train in step: 54
I0707 19:05:48.496814 140703716603712 train_utils.py:346] train in step: 55
I0707 19:05:48.559237 140703716603712 train_utils.py:346] train in step: 56
I0707 19:05:48.623310 140703716603712 train_utils.py:346] train in step: 57
I0707 19:05:48.687871 140703716603712 train_utils.py:346] train in step: 58
I0707 19:05:48.752561 140703716603712 train_utils.py:346] train in step: 59
I0707 19:05:48.819779 140703716603712 train_utils.py:346] train in step: 60
I0707 19:05:48.881638 140703716603712 train_utils.py:346] train in step: 61
I0707 19:05:48.944249 140703716603712 train_utils.py:346] train in step: 62
I0707 19:05:49.006519 140703716603712 train_utils.py:346] train in step: 63
I0707 19:05:49.070441 140703716603712 train_utils.py:346] train in step: 64
I0707 19:05:49.135854 140703716603712 train_utils.py:346] train in step: 65
I0707 19:05:49.197703 140703716603712 train_utils.py:346] train in step: 66
I0707 19:05:49.268545 140703716603712 train_utils.py:346] train in step: 67
I0707 19:05:49.329345 140703716603712 train_utils.py:346] train in step: 68
I0707 19:05:49.393559 140703716603712 train_utils.py:346] train in step: 69
I0707 19:05:49.459073 140703716603712 train_utils.py:346] train in step: 70
I0707 19:05:49.520117 140703716603712 train_utils.py:346] train in step: 71
I0707 19:05:49.587647 140703716603712 train_utils.py:346] train in step: 72
I0707 19:05:49.657051 140703716603712 train_utils.py:346] train in step: 73
I0707 19:05:49.722637 140703716603712 train_utils.py:346] train in step: 74
I0707 19:05:49.791294 140703716603712 train_utils.py:346] train in step: 75
I0707 19:05:49.861410 140703716603712 train_utils.py:346] train in step: 76
I0707 19:05:49.925064 140703716603712 train_utils.py:346] train in step: 77
I0707 19:05:49.991856 140703716603712 train_utils.py:346] train in step: 78
I0707 19:05:50.057441 140703716603712 train_utils.py:346] train in step: 79
I0707 19:05:50.120731 140703716603712 train_utils.py:346] train in step: 80
I0707 19:05:50.188249 140703716603712 train_utils.py:346] train in step: 81
I0707 19:05:50.251148 140703716603712 train_utils.py:346] train in step: 82
I0707 19:05:50.314858 140703716603712 train_utils.py:346] train in step: 83
I0707 19:05:50.378012 140703716603712 train_utils.py:346] train in step: 84
I0707 19:05:50.449874 140703716603712 train_utils.py:346] train in step: 85
I0707 19:05:50.514570 140703716603712 train_utils.py:346] train in step: 86
I0707 19:05:50.579904 140703716603712 train_utils.py:346] train in step: 87
I0707 19:05:50.650011 140703716603712 train_utils.py:346] train in step: 88
I0707 19:05:50.714855 140703716603712 train_utils.py:346] train in step: 89
I0707 19:05:50.779092 140703716603712 train_utils.py:346] train in step: 90
I0707 19:05:50.843208 140703716603712 train_utils.py:346] train in step: 91
I0707 19:05:50.907414 140703716603712 train_utils.py:346] train in step: 92
I0707 19:05:50.972548 140703716603712 train_utils.py:346] train in step: 93
I0707 19:05:51.038564 140703716603712 train_utils.py:346] train in step: 94
I0707 19:05:51.103034 140703716603712 train_utils.py:346] train in step: 95
I0707 19:05:51.177078 140703716603712 train_utils.py:346] train in step: 96
I0707 19:05:51.239737 140703716603712 train_utils.py:346] train in step: 97
I0707 19:05:51.313040 140703716603712 train_utils.py:346] train in step: 98
I0707 19:05:51.376070 140703716603712 train_utils.py:346] train in step: 99
I0707 19:05:51.439590 140703716603712 train_utils.py:346] train in step: 100
I0707 19:05:51.772086 140703716603712 train_utils.py:365] train in step: 100, loss: 2.348299980163574, acc: 0.1525000035762787
I0707 19:05:56.625408 140703716603712 train_utils.py:380] eval in step: 100, loss: 2.4786, acc: 0.1030
I0707 19:05:56.660495 140703716603712 train_utils.py:346] train in step: 101
I0707 19:05:56.684937 140703716603712 train_utils.py:346] train in step: 102
I0707 19:05:56.709707 140703716603712 train_utils.py:346] train in step: 103
I0707 19:05:56.748924 140703716603712 train_utils.py:346] train in step: 104
I0707 19:05:56.813799 140703716603712 train_utils.py:346] train in step: 105
I0707 19:05:56.879371 140703716603712 train_utils.py:346] train in step: 106
I0707 19:05:56.948257 140703716603712 train_utils.py:346] train in step: 107
I0707 19:05:57.016604 140703716603712 train_utils.py:346] train in step: 108
I0707 19:05:57.083440 140703716603712 train_utils.py:346] train in step: 109
I0707 19:05:57.147335 140703716603712 train_utils.py:346] train in step: 110
I0707 19:05:57.212016 140703716603712 train_utils.py:346] train in step: 111
I0707 19:05:57.284723 140703716603712 train_utils.py:346] train in step: 112
I0707 19:05:57.351693 140703716603712 train_utils.py:346] train in step: 113
I0707 19:05:57.414325 140703716603712 train_utils.py:346] train in step: 114
I0707 19:05:57.477230 140703716603712 train_utils.py:346] train in step: 115
I0707 19:05:57.552484 140703716603712 train_utils.py:346] train in step: 116
I0707 19:05:57.613029 140703716603712 train_utils.py:346] train in step: 117
I0707 19:05:57.672298 140703716603712 train_utils.py:346] train in step: 118
I0707 19:05:57.734397 140703716603712 train_utils.py:346] train in step: 119
I0707 19:05:57.798144 140703716603712 train_utils.py:346] train in step: 120
I0707 19:05:57.856992 140703716603712 train_utils.py:346] train in step: 121
I0707 19:05:57.919163 140703716603712 train_utils.py:346] train in step: 122
I0707 19:05:57.982398 140703716603712 train_utils.py:346] train in step: 123
I0707 19:05:58.046740 140703716603712 train_utils.py:346] train in step: 124
I0707 19:05:58.114093 140703716603712 train_utils.py:346] train in step: 125
I0707 19:05:58.175956 140703716603712 train_utils.py:346] train in step: 126
I0707 19:05:58.246970 140703716603712 train_utils.py:346] train in step: 127
I0707 19:05:58.306894 140703716603712 train_utils.py:346] train in step: 128
I0707 19:05:58.368029 140703716603712 train_utils.py:346] train in step: 129
I0707 19:05:58.428470 140703716603712 train_utils.py:346] train in step: 130
I0707 19:05:58.493407 140703716603712 train_utils.py:346] train in step: 131
I0707 19:05:58.561289 140703716603712 train_utils.py:346] train in step: 132
I0707 19:05:58.627542 140703716603712 train_utils.py:346] train in step: 133
I0707 19:05:58.693765 140703716603712 train_utils.py:346] train in step: 134
I0707 19:05:58.760099 140703716603712 train_utils.py:346] train in step: 135
I0707 19:05:58.824478 140703716603712 train_utils.py:346] train in step: 136
I0707 19:05:58.891549 140703716603712 train_utils.py:346] train in step: 137
I0707 19:05:58.953365 140703716603712 train_utils.py:346] train in step: 138
I0707 19:05:59.017550 140703716603712 train_utils.py:346] train in step: 139
I0707 19:05:59.080749 140703716603712 train_utils.py:346] train in step: 140
I0707 19:05:59.143893 140703716603712 train_utils.py:346] train in step: 141
I0707 19:05:59.207747 140703716603712 train_utils.py:346] train in step: 142
I0707 19:05:59.272584 140703716603712 train_utils.py:346] train in step: 143
I0707 19:05:59.336367 140703716603712 train_utils.py:346] train in step: 144
I0707 19:05:59.400353 140703716603712 train_utils.py:346] train in step: 145
I0707 19:05:59.463869 140703716603712 train_utils.py:346] train in step: 146
I0707 19:05:59.526433 140703716603712 train_utils.py:346] train in step: 147
I0707 19:05:59.588276 140703716603712 train_utils.py:346] train in step: 148
I0707 19:05:59.650917 140703716603712 train_utils.py:346] train in step: 149
I0707 19:05:59.712941 140703716603712 train_utils.py:346] train in step: 150
I0707 19:05:59.867973 140703716603712 train_utils.py:365] train in step: 150, loss: 2.441999912261963, acc: 0.10999999940395355
I0707 19:06:04.674502 140703716603712 train_utils.py:380] eval in step: 150, loss: 2.3598, acc: 0.1195
I0707 19:06:04.710970 140703716603712 train_utils.py:346] train in step: 151
I0707 19:06:04.743243 140703716603712 train_utils.py:346] train in step: 152
I0707 19:06:04.771287 140703716603712 train_utils.py:346] train in step: 153
I0707 19:06:04.805153 140703716603712 train_utils.py:346] train in step: 154
I0707 19:06:04.877300 140703716603712 train_utils.py:346] train in step: 155
I0707 19:06:04.947002 140703716603712 train_utils.py:346] train in step: 156
I0707 19:06:05.008136 140703716603712 train_utils.py:346] train in step: 157
I0707 19:06:05.073697 140703716603712 train_utils.py:346] train in step: 158
I0707 19:06:05.137577 140703716603712 train_utils.py:346] train in step: 159
I0707 19:06:05.203254 140703716603712 train_utils.py:346] train in step: 160
I0707 19:06:05.267285 140703716603712 train_utils.py:346] train in step: 161
I0707 19:06:05.331063 140703716603712 train_utils.py:346] train in step: 162
I0707 19:06:05.396373 140703716603712 train_utils.py:346] train in step: 163
I0707 19:06:05.465474 140703716603712 train_utils.py:346] train in step: 164
I0707 19:06:05.535750 140703716603712 train_utils.py:346] train in step: 165
I0707 19:06:05.612278 140703716603712 train_utils.py:346] train in step: 166
I0707 19:06:05.675387 140703716603712 train_utils.py:346] train in step: 167
I0707 19:06:05.745853 140703716603712 train_utils.py:346] train in step: 168
I0707 19:06:05.808275 140703716603712 train_utils.py:346] train in step: 169
I0707 19:06:05.877757 140703716603712 train_utils.py:346] train in step: 170
I0707 19:06:05.941422 140703716603712 train_utils.py:346] train in step: 171
I0707 19:06:06.006055 140703716603712 train_utils.py:346] train in step: 172
I0707 19:06:06.070469 140703716603712 train_utils.py:346] train in step: 173
I0707 19:06:06.135858 140703716603712 train_utils.py:346] train in step: 174
I0707 19:06:06.200114 140703716603712 train_utils.py:346] train in step: 175
I0707 19:06:06.268002 140703716603712 train_utils.py:346] train in step: 176
I0707 19:06:06.330112 140703716603712 train_utils.py:346] train in step: 177
I0707 19:06:06.401196 140703716603712 train_utils.py:346] train in step: 178
I0707 19:06:06.469931 140703716603712 train_utils.py:346] train in step: 179
I0707 19:06:06.537083 140703716603712 train_utils.py:346] train in step: 180
I0707 19:06:06.612282 140703716603712 train_utils.py:346] train in step: 181
I0707 19:06:06.678069 140703716603712 train_utils.py:346] train in step: 182
I0707 19:06:06.746404 140703716603712 train_utils.py:346] train in step: 183
I0707 19:06:06.813181 140703716603712 train_utils.py:346] train in step: 184
I0707 19:06:06.877404 140703716603712 train_utils.py:346] train in step: 185
I0707 19:06:06.943368 140703716603712 train_utils.py:346] train in step: 186
I0707 19:06:07.008574 140703716603712 train_utils.py:346] train in step: 187
I0707 19:06:07.072834 140703716603712 train_utils.py:346] train in step: 188
I0707 19:06:07.135810 140703716603712 train_utils.py:346] train in step: 189
I0707 19:06:07.200356 140703716603712 train_utils.py:346] train in step: 190
I0707 19:06:07.265681 140703716603712 train_utils.py:346] train in step: 191
I0707 19:06:07.329535 140703716603712 train_utils.py:346] train in step: 192
I0707 19:06:07.393496 140703716603712 train_utils.py:346] train in step: 193
I0707 19:06:07.461598 140703716603712 train_utils.py:346] train in step: 194
I0707 19:06:07.528198 140703716603712 train_utils.py:346] train in step: 195
I0707 19:06:07.595613 140703716603712 train_utils.py:346] train in step: 196
I0707 19:06:07.657715 140703716603712 train_utils.py:346] train in step: 197
I0707 19:06:07.725000 140703716603712 train_utils.py:346] train in step: 198
I0707 19:06:07.792726 140703716603712 train_utils.py:346] train in step: 199
I0707 19:06:07.856404 140703716603712 train_utils.py:346] train in step: 200
I0707 19:06:08.014790 140703716603712 train_utils.py:365] train in step: 200, loss: 2.442499876022339, acc: 0.16249999403953552
I0707 19:06:13.080847 140703716603712 train_utils.py:380] eval in step: 200, loss: 2.3396, acc: 0.0815
I0707 19:06:13.121954 140703716603712 train_utils.py:346] train in step: 201
I0707 19:06:13.149062 140703716603712 train_utils.py:346] train in step: 202
I0707 19:06:13.179060 140703716603712 train_utils.py:346] train in step: 203
I0707 19:06:13.212892 140703716603712 train_utils.py:346] train in step: 204
I0707 19:06:13.282196 140703716603712 train_utils.py:346] train in step: 205
I0707 19:06:13.349168 140703716603712 train_utils.py:346] train in step: 206
I0707 19:06:13.412604 140703716603712 train_utils.py:346] train in step: 207
I0707 19:06:13.478934 140703716603712 train_utils.py:346] train in step: 208
I0707 19:06:13.543842 140703716603712 train_utils.py:346] train in step: 209
I0707 19:06:13.609525 140703716603712 train_utils.py:346] train in step: 210
I0707 19:06:13.673054 140703716603712 train_utils.py:346] train in step: 211
I0707 19:06:13.736819 140703716603712 train_utils.py:346] train in step: 212
I0707 19:06:13.807297 140703716603712 train_utils.py:346] train in step: 213
I0707 19:06:13.871983 140703716603712 train_utils.py:346] train in step: 214
I0707 19:06:13.937013 140703716603712 train_utils.py:346] train in step: 215
I0707 19:06:14.001770 140703716603712 train_utils.py:346] train in step: 216
I0707 19:06:14.066892 140703716603712 train_utils.py:346] train in step: 217
I0707 19:06:14.133786 140703716603712 train_utils.py:346] train in step: 218
I0707 19:06:14.200809 140703716603712 train_utils.py:346] train in step: 219
I0707 19:06:14.268786 140703716603712 train_utils.py:346] train in step: 220
I0707 19:06:14.334362 140703716603712 train_utils.py:346] train in step: 221
I0707 19:06:14.399002 140703716603712 train_utils.py:346] train in step: 222
I0707 19:06:14.463942 140703716603712 train_utils.py:346] train in step: 223
I0707 19:06:14.530552 140703716603712 train_utils.py:346] train in step: 224
I0707 19:06:14.597673 140703716603712 train_utils.py:346] train in step: 225
I0707 19:06:14.662397 140703716603712 train_utils.py:346] train in step: 226
I0707 19:06:14.727842 140703716603712 train_utils.py:346] train in step: 227
I0707 19:06:14.793755 140703716603712 train_utils.py:346] train in step: 228
I0707 19:06:14.863715 140703716603712 train_utils.py:346] train in step: 229
I0707 19:06:14.941192 140703716603712 train_utils.py:346] train in step: 230
I0707 19:06:15.037370 140703716603712 train_utils.py:346] train in step: 231
I0707 19:06:15.169209 140703716603712 train_utils.py:346] train in step: 232
I0707 19:06:15.380131 140703716603712 train_utils.py:346] train in step: 233
I0707 19:06:15.600087 140703716603712 train_utils.py:346] train in step: 234
I0707 19:06:15.813234 140703716603712 train_utils.py:346] train in step: 235
I0707 19:06:15.992371 140703716603712 train_utils.py:346] train in step: 236
I0707 19:06:16.125740 140703716603712 train_utils.py:346] train in step: 237
I0707 19:06:16.257056 140703716603712 train_utils.py:346] train in step: 238
I0707 19:06:16.355807 140703716603712 train_utils.py:346] train in step: 239
I0707 19:06:16.437615 140703716603712 train_utils.py:346] train in step: 240
I0707 19:06:16.515892 140703716603712 train_utils.py:346] train in step: 241
I0707 19:06:16.591700 140703716603712 train_utils.py:346] train in step: 242
I0707 19:06:16.661092 140703716603712 train_utils.py:346] train in step: 243
I0707 19:06:16.734081 140703716603712 train_utils.py:346] train in step: 244
I0707 19:06:16.800051 140703716603712 train_utils.py:346] train in step: 245
I0707 19:06:16.866029 140703716603712 train_utils.py:346] train in step: 246
I0707 19:06:16.931553 140703716603712 train_utils.py:346] train in step: 247
I0707 19:06:16.998617 140703716603712 train_utils.py:346] train in step: 248
I0707 19:06:17.078326 140703716603712 train_utils.py:346] train in step: 249
I0707 19:06:17.147515 140703716603712 train_utils.py:346] train in step: 250
I0707 19:06:17.306434 140703716603712 train_utils.py:365] train in step: 250, loss: 2.4062998294830322, acc: 0.14499999582767487
I0707 19:06:23.987967 140703716603712 train_utils.py:380] eval in step: 250, loss: 2.4298, acc: 0.0810
I0707 19:06:24.024050 140703716603712 train_utils.py:346] train in step: 251
I0707 19:06:24.049857 140703716603712 train_utils.py:346] train in step: 252
I0707 19:06:24.105965 140703716603712 train_utils.py:346] train in step: 253
I0707 19:06:24.212675 140703716603712 train_utils.py:346] train in step: 254
I0707 19:06:24.299124 140703716603712 train_utils.py:346] train in step: 255
I0707 19:06:24.374130 140703716603712 train_utils.py:346] train in step: 256
I0707 19:06:24.441310 140703716603712 train_utils.py:346] train in step: 257
I0707 19:06:24.508392 140703716603712 train_utils.py:346] train in step: 258
