2022-07-07 19:46:25.480013: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcublas.so.11'; dlerror: libcublas.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480248: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcublasLt.so.11'; dlerror: libcublasLt.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480375: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcufft.so.10'; dlerror: libcufft.so.10: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480497: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcurand.so.10'; dlerror: libcurand.so.10: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480617: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcusolver.so.11'; dlerror: libcusolver.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480737: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcusparse.so.11'; dlerror: libcusparse.so.11: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480861: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory
2022-07-07 19:46:25.480893: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1850] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
I0707 19:46:25.481371 140666892580672 train.py:51] ===========Config Dict============
I0707 19:46:25.481620 140666892580672 train.py:52] available_devices:
- 0
- 1
- 2
- 3
batch_size: 8
checkpoint_freq: 2500
data_dir: google_datasets/listops-1000/
emb_dim: 512
eval_frequency: 50
factors: constant * linear_warmup * rsqrt_decay
learning_rate: 0.05
max_eval_target_length: 200
max_length: 2000
max_predict_token_length: 50
max_target_length: 200
mlp_dim: 1024
model_type: bigbird
num_eval_steps: 99999
num_heads: 8
num_layers: 4
num_train_steps: 5001
pooling_mode: CLS
prompt: ''
qkv_dim: 512
random_seed: 0
restore_checkpoints: true
sampling_temperature: 0.6
sampling_top_k: 20
save_checkpoints: true
task_name: basic
tied_weights: false
trial: 0
warmup: 1000
weight_decay: 0.1

I0707 19:46:25.492181 140666892580672 xla_bridge.py:340] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
I0707 19:46:26.629575 140666892580672 xla_bridge.py:340] Unable to initialize backend 'rocm': NOT_FOUND: Could not find registered platform with name: "rocm". Available platform names are: Interpreter CUDA Host
I0707 19:46:26.630196 140666892580672 xla_bridge.py:340] Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
I0707 19:46:26.630416 140666892580672 train.py:64] GPU devices: [GpuDevice(id=0, process_index=0), GpuDevice(id=1, process_index=0), GpuDevice(id=2, process_index=0), GpuDevice(id=3, process_index=0)]
INFO:tensorflow:google_datasets/listops-1000/basic_train.tsv
I0707 19:46:26.630548 140666892580672 input_pipeline.py:35] google_datasets/listops-1000/basic_train.tsv
INFO:tensorflow:google_datasets/listops-1000/basic_val.tsv
I0707 19:46:26.716172 140666892580672 input_pipeline.py:35] google_datasets/listops-1000/basic_val.tsv
INFO:tensorflow:google_datasets/listops-1000/basic_test.tsv
I0707 19:46:26.737370 140666892580672 input_pipeline.py:35] google_datasets/listops-1000/basic_test.tsv
INFO:tensorflow:Finished preprocessing
I0707 19:46:26.758882 140666892580672 input_pipeline.py:64] Finished preprocessing
INFO:tensorflow:Building vocab
I0707 19:46:26.758992 140666892580672 input_pipeline.py:65] Building vocab
INFO:tensorflow:Processed 0
I0707 19:46:26.914715 140666892580672 input_pipeline.py:78] Processed 0
INFO:tensorflow:Processed 1000
I0707 19:46:33.297563 140666892580672 input_pipeline.py:78] Processed 1000
INFO:tensorflow:Finished processing vocab size=15
I0707 19:46:33.309008 140666892580672 input_pipeline.py:82] Finished processing vocab size=15
I0707 19:47:40.075226 140666892580672 train_utils.py:346] train in step: 51
I0707 19:47:40.113653 140666892580672 train_utils.py:346] train in step: 52
I0707 19:47:40.220586 140666892580672 train_utils.py:346] train in step: 53
I0707 19:47:40.328423 140666892580672 train_utils.py:346] train in step: 54
I0707 19:47:40.427975 140666892580672 train_utils.py:346] train in step: 55
I0707 19:47:40.530685 140666892580672 train_utils.py:346] train in step: 56
I0707 19:47:40.638325 140666892580672 train_utils.py:346] train in step: 57
I0707 19:47:40.739126 140666892580672 train_utils.py:346] train in step: 58
I0707 19:47:40.838700 140666892580672 train_utils.py:346] train in step: 59
I0707 19:47:40.941468 140666892580672 train_utils.py:346] train in step: 60
I0707 19:47:41.042729 140666892580672 train_utils.py:346] train in step: 61
I0707 19:47:41.144258 140666892580672 train_utils.py:346] train in step: 62
I0707 19:47:41.244782 140666892580672 train_utils.py:346] train in step: 63
I0707 19:47:41.343912 140666892580672 train_utils.py:346] train in step: 64
I0707 19:47:41.444199 140666892580672 train_utils.py:346] train in step: 65
I0707 19:47:41.544719 140666892580672 train_utils.py:346] train in step: 66
I0707 19:47:41.648010 140666892580672 train_utils.py:346] train in step: 67
I0707 19:47:41.746990 140666892580672 train_utils.py:346] train in step: 68
I0707 19:47:41.845199 140666892580672 train_utils.py:346] train in step: 69
I0707 19:47:41.943386 140666892580672 train_utils.py:346] train in step: 70
I0707 19:47:42.041433 140666892580672 train_utils.py:346] train in step: 71
I0707 19:47:42.137779 140666892580672 train_utils.py:346] train in step: 72
I0707 19:47:42.235006 140666892580672 train_utils.py:346] train in step: 73
I0707 19:47:42.333467 140666892580672 train_utils.py:346] train in step: 74
I0707 19:47:42.434513 140666892580672 train_utils.py:346] train in step: 75
I0707 19:47:42.540457 140666892580672 train_utils.py:346] train in step: 76
I0707 19:47:42.640743 140666892580672 train_utils.py:346] train in step: 77
I0707 19:47:42.744620 140666892580672 train_utils.py:346] train in step: 78
I0707 19:47:42.848943 140666892580672 train_utils.py:346] train in step: 79
I0707 19:47:42.955399 140666892580672 train_utils.py:346] train in step: 80
I0707 19:47:43.058564 140666892580672 train_utils.py:346] train in step: 81
I0707 19:47:43.161284 140666892580672 train_utils.py:346] train in step: 82
I0707 19:47:43.264741 140666892580672 train_utils.py:346] train in step: 83
I0707 19:47:43.370041 140666892580672 train_utils.py:346] train in step: 84
I0707 19:47:43.479123 140666892580672 train_utils.py:346] train in step: 85
I0707 19:47:43.580793 140666892580672 train_utils.py:346] train in step: 86
I0707 19:47:43.683212 140666892580672 train_utils.py:346] train in step: 87
I0707 19:47:43.797221 140666892580672 train_utils.py:346] train in step: 88
I0707 19:47:43.904286 140666892580672 train_utils.py:346] train in step: 89
I0707 19:47:44.008408 140666892580672 train_utils.py:346] train in step: 90
I0707 19:47:44.117361 140666892580672 train_utils.py:346] train in step: 91
I0707 19:47:44.223234 140666892580672 train_utils.py:346] train in step: 92
I0707 19:47:44.324325 140666892580672 train_utils.py:346] train in step: 93
I0707 19:47:44.423791 140666892580672 train_utils.py:346] train in step: 94
I0707 19:47:44.525616 140666892580672 train_utils.py:346] train in step: 95
I0707 19:47:44.622992 140666892580672 train_utils.py:346] train in step: 96
I0707 19:47:44.723011 140666892580672 train_utils.py:346] train in step: 97
I0707 19:47:44.822736 140666892580672 train_utils.py:346] train in step: 98
I0707 19:47:44.922858 140666892580672 train_utils.py:346] train in step: 99
I0707 19:47:45.023663 140666892580672 train_utils.py:346] train in step: 100
I0707 19:47:45.360196 140666892580672 train_utils.py:365] train in step: 100, loss: 2.412099838256836, acc: 0.12999999523162842
I0707 19:47:53.257435 140666892580672 train_utils.py:380] eval in step: 100, loss: 2.4830, acc: 0.1595
I0707 19:47:53.295054 140666892580672 train_utils.py:346] train in step: 101
I0707 19:47:53.334988 140666892580672 train_utils.py:346] train in step: 102
I0707 19:47:53.438385 140666892580672 train_utils.py:346] train in step: 103
I0707 19:47:53.542899 140666892580672 train_utils.py:346] train in step: 104
I0707 19:47:53.647393 140666892580672 train_utils.py:346] train in step: 105
I0707 19:47:53.755743 140666892580672 train_utils.py:346] train in step: 106
I0707 19:47:53.861946 140666892580672 train_utils.py:346] train in step: 107
I0707 19:47:53.967634 140666892580672 train_utils.py:346] train in step: 108
I0707 19:47:54.068856 140666892580672 train_utils.py:346] train in step: 109
I0707 19:47:54.173008 140666892580672 train_utils.py:346] train in step: 110
I0707 19:47:54.280874 140666892580672 train_utils.py:346] train in step: 111
I0707 19:47:54.384370 140666892580672 train_utils.py:346] train in step: 112
I0707 19:47:54.487834 140666892580672 train_utils.py:346] train in step: 113
I0707 19:47:54.598336 140666892580672 train_utils.py:346] train in step: 114
I0707 19:47:54.707280 140666892580672 train_utils.py:346] train in step: 115
I0707 19:47:54.810070 140666892580672 train_utils.py:346] train in step: 116
I0707 19:47:54.913831 140666892580672 train_utils.py:346] train in step: 117
I0707 19:47:55.017714 140666892580672 train_utils.py:346] train in step: 118
I0707 19:47:55.124032 140666892580672 train_utils.py:346] train in step: 119
I0707 19:47:55.228074 140666892580672 train_utils.py:346] train in step: 120
I0707 19:47:55.334885 140666892580672 train_utils.py:346] train in step: 121
I0707 19:47:55.452360 140666892580672 train_utils.py:346] train in step: 122
I0707 19:47:55.555504 140666892580672 train_utils.py:346] train in step: 123
I0707 19:47:55.655995 140666892580672 train_utils.py:346] train in step: 124
I0707 19:47:55.760849 140666892580672 train_utils.py:346] train in step: 125
I0707 19:47:55.864031 140666892580672 train_utils.py:346] train in step: 126
I0707 19:47:55.966263 140666892580672 train_utils.py:346] train in step: 127
I0707 19:47:56.068342 140666892580672 train_utils.py:346] train in step: 128
I0707 19:47:56.171959 140666892580672 train_utils.py:346] train in step: 129
I0707 19:47:56.276690 140666892580672 train_utils.py:346] train in step: 130
I0707 19:47:56.382781 140666892580672 train_utils.py:346] train in step: 131
I0707 19:47:56.487403 140666892580672 train_utils.py:346] train in step: 132
I0707 19:47:56.595953 140666892580672 train_utils.py:346] train in step: 133
I0707 19:47:56.699320 140666892580672 train_utils.py:346] train in step: 134
I0707 19:47:56.806834 140666892580672 train_utils.py:346] train in step: 135
I0707 19:47:56.912742 140666892580672 train_utils.py:346] train in step: 136
I0707 19:47:57.021356 140666892580672 train_utils.py:346] train in step: 137
I0707 19:47:57.127937 140666892580672 train_utils.py:346] train in step: 138
I0707 19:47:57.232990 140666892580672 train_utils.py:346] train in step: 139
I0707 19:47:57.338122 140666892580672 train_utils.py:346] train in step: 140
I0707 19:47:57.442915 140666892580672 train_utils.py:346] train in step: 141
I0707 19:47:57.550520 140666892580672 train_utils.py:346] train in step: 142
I0707 19:47:57.653072 140666892580672 train_utils.py:346] train in step: 143
I0707 19:47:57.757689 140666892580672 train_utils.py:346] train in step: 144
I0707 19:47:57.860791 140666892580672 train_utils.py:346] train in step: 145
I0707 19:47:57.973689 140666892580672 train_utils.py:346] train in step: 146
I0707 19:47:58.129766 140666892580672 train_utils.py:346] train in step: 147
I0707 19:47:58.315965 140666892580672 train_utils.py:346] train in step: 148
I0707 19:47:58.485519 140666892580672 train_utils.py:346] train in step: 149
I0707 19:47:58.654383 140666892580672 train_utils.py:346] train in step: 150
I0707 19:47:58.854748 140666892580672 train_utils.py:365] train in step: 150, loss: 2.3812999725341797, acc: 0.1599999964237213
I0707 19:48:08.442395 140666892580672 train_utils.py:380] eval in step: 150, loss: 2.3515, acc: 0.0970
I0707 19:48:08.472744 140666892580672 train_utils.py:346] train in step: 151
I0707 19:48:08.523137 140666892580672 train_utils.py:346] train in step: 152
I0707 19:48:08.639770 140666892580672 train_utils.py:346] train in step: 153
I0707 19:48:08.750830 140666892580672 train_utils.py:346] train in step: 154
I0707 19:48:08.865719 140666892580672 train_utils.py:346] train in step: 155
I0707 19:48:08.972322 140666892580672 train_utils.py:346] train in step: 156
I0707 19:48:09.082406 140666892580672 train_utils.py:346] train in step: 157
I0707 19:48:09.197432 140666892580672 train_utils.py:346] train in step: 158
I0707 19:48:09.304183 140666892580672 train_utils.py:346] train in step: 159
I0707 19:48:09.408594 140666892580672 train_utils.py:346] train in step: 160
I0707 19:48:09.516063 140666892580672 train_utils.py:346] train in step: 161
I0707 19:48:09.623037 140666892580672 train_utils.py:346] train in step: 162
I0707 19:48:09.732461 140666892580672 train_utils.py:346] train in step: 163
I0707 19:48:09.843260 140666892580672 train_utils.py:346] train in step: 164
I0707 19:48:09.987996 140666892580672 train_utils.py:346] train in step: 165
I0707 19:48:10.123098 140666892580672 train_utils.py:346] train in step: 166
I0707 19:48:10.262579 140666892580672 train_utils.py:346] train in step: 167
I0707 19:48:10.407019 140666892580672 train_utils.py:346] train in step: 168
I0707 19:48:10.569873 140666892580672 train_utils.py:346] train in step: 169
I0707 19:48:10.728911 140666892580672 train_utils.py:346] train in step: 170
I0707 19:48:10.876073 140666892580672 train_utils.py:346] train in step: 171
I0707 19:48:11.001524 140666892580672 train_utils.py:346] train in step: 172
I0707 19:48:11.121971 140666892580672 train_utils.py:346] train in step: 173
I0707 19:48:11.245525 140666892580672 train_utils.py:346] train in step: 174
I0707 19:48:11.366236 140666892580672 train_utils.py:346] train in step: 175
I0707 19:48:11.480656 140666892580672 train_utils.py:346] train in step: 176
I0707 19:48:11.601080 140666892580672 train_utils.py:346] train in step: 177
I0707 19:48:11.723265 140666892580672 train_utils.py:346] train in step: 178
I0707 19:48:11.847829 140666892580672 train_utils.py:346] train in step: 179
I0707 19:48:11.979848 140666892580672 train_utils.py:346] train in step: 180
I0707 19:48:12.110850 140666892580672 train_utils.py:346] train in step: 181
I0707 19:48:12.228308 140666892580672 train_utils.py:346] train in step: 182
I0707 19:48:12.393509 140666892580672 train_utils.py:346] train in step: 183
I0707 19:48:12.652376 140666892580672 train_utils.py:346] train in step: 184
I0707 19:48:12.967733 140666892580672 train_utils.py:346] train in step: 185
I0707 19:48:13.318634 140666892580672 train_utils.py:346] train in step: 186
I0707 19:48:13.664888 140666892580672 train_utils.py:346] train in step: 187
I0707 19:48:13.938448 140666892580672 train_utils.py:346] train in step: 188
I0707 19:48:14.091026 140666892580672 train_utils.py:346] train in step: 189
I0707 19:48:14.204091 140666892580672 train_utils.py:346] train in step: 190
I0707 19:48:14.308550 140666892580672 train_utils.py:346] train in step: 191
I0707 19:48:14.417313 140666892580672 train_utils.py:346] train in step: 192
I0707 19:48:14.532700 140666892580672 train_utils.py:346] train in step: 193
I0707 19:48:14.637923 140666892580672 train_utils.py:346] train in step: 194
I0707 19:48:14.739784 140666892580672 train_utils.py:346] train in step: 195
I0707 19:48:14.845698 140666892580672 train_utils.py:346] train in step: 196
I0707 19:48:14.950693 140666892580672 train_utils.py:346] train in step: 197
I0707 19:48:15.055764 140666892580672 train_utils.py:346] train in step: 198
I0707 19:48:15.159749 140666892580672 train_utils.py:346] train in step: 199
I0707 19:48:15.265936 140666892580672 train_utils.py:346] train in step: 200
I0707 19:48:15.428398 140666892580672 train_utils.py:365] train in step: 200, loss: 2.4635000228881836, acc: 0.13499999046325684
I0707 19:48:35.400230 140666892580672 train_utils.py:380] eval in step: 200, loss: 2.3068, acc: 0.1715
I0707 19:48:35.442049 140666892580672 train_utils.py:346] train in step: 201
I0707 19:48:35.480650 140666892580672 train_utils.py:346] train in step: 202
I0707 19:48:35.585061 140666892580672 train_utils.py:346] train in step: 203
I0707 19:48:35.692208 140666892580672 train_utils.py:346] train in step: 204
I0707 19:48:35.796230 140666892580672 train_utils.py:346] train in step: 205
I0707 19:48:35.900500 140666892580672 train_utils.py:346] train in step: 206
I0707 19:48:36.008910 140666892580672 train_utils.py:346] train in step: 207
I0707 19:48:36.114967 140666892580672 train_utils.py:346] train in step: 208
I0707 19:48:36.219904 140666892580672 train_utils.py:346] train in step: 209
I0707 19:48:36.325169 140666892580672 train_utils.py:346] train in step: 210
I0707 19:48:36.425775 140666892580672 train_utils.py:346] train in step: 211
I0707 19:48:36.526071 140666892580672 train_utils.py:346] train in step: 212
I0707 19:48:36.627503 140666892580672 train_utils.py:346] train in step: 213
I0707 19:48:36.727060 140666892580672 train_utils.py:346] train in step: 214
I0707 19:48:36.826966 140666892580672 train_utils.py:346] train in step: 215
I0707 19:48:36.925171 140666892580672 train_utils.py:346] train in step: 216
I0707 19:48:37.025581 140666892580672 train_utils.py:346] train in step: 217
I0707 19:48:37.126815 140666892580672 train_utils.py:346] train in step: 218
I0707 19:48:37.228801 140666892580672 train_utils.py:346] train in step: 219
I0707 19:48:37.332435 140666892580672 train_utils.py:346] train in step: 220
I0707 19:48:37.435852 140666892580672 train_utils.py:346] train in step: 221
I0707 19:48:37.540269 140666892580672 train_utils.py:346] train in step: 222
I0707 19:48:37.643234 140666892580672 train_utils.py:346] train in step: 223
I0707 19:48:37.747315 140666892580672 train_utils.py:346] train in step: 224
I0707 19:48:37.849504 140666892580672 train_utils.py:346] train in step: 225
I0707 19:48:37.952833 140666892580672 train_utils.py:346] train in step: 226
I0707 19:48:38.056824 140666892580672 train_utils.py:346] train in step: 227
I0707 19:48:38.159368 140666892580672 train_utils.py:346] train in step: 228
I0707 19:48:38.260232 140666892580672 train_utils.py:346] train in step: 229
I0707 19:48:38.364177 140666892580672 train_utils.py:346] train in step: 230
I0707 19:48:38.465439 140666892580672 train_utils.py:346] train in step: 231
I0707 19:48:38.571266 140666892580672 train_utils.py:346] train in step: 232
I0707 19:48:38.673965 140666892580672 train_utils.py:346] train in step: 233
I0707 19:48:38.777307 140666892580672 train_utils.py:346] train in step: 234
I0707 19:48:38.880521 140666892580672 train_utils.py:346] train in step: 235
I0707 19:48:38.982360 140666892580672 train_utils.py:346] train in step: 236
I0707 19:48:39.089913 140666892580672 train_utils.py:346] train in step: 237
I0707 19:48:39.192561 140666892580672 train_utils.py:346] train in step: 238
I0707 19:48:39.296621 140666892580672 train_utils.py:346] train in step: 239
I0707 19:48:39.400713 140666892580672 train_utils.py:346] train in step: 240
I0707 19:48:39.502566 140666892580672 train_utils.py:346] train in step: 241
I0707 19:48:39.606378 140666892580672 train_utils.py:346] train in step: 242
I0707 19:48:39.721044 140666892580672 train_utils.py:346] train in step: 243
I0707 19:48:39.824581 140666892580672 train_utils.py:346] train in step: 244
I0707 19:48:39.927524 140666892580672 train_utils.py:346] train in step: 245
I0707 19:48:40.044015 140666892580672 train_utils.py:346] train in step: 246
I0707 19:48:40.144969 140666892580672 train_utils.py:346] train in step: 247
I0707 19:48:40.248374 140666892580672 train_utils.py:346] train in step: 248
I0707 19:48:40.353192 140666892580672 train_utils.py:346] train in step: 249
I0707 19:48:40.457769 140666892580672 train_utils.py:346] train in step: 250
I0707 19:48:40.615051 140666892580672 train_utils.py:365] train in step: 250, loss: 2.3588998317718506, acc: 0.14249999821186066
I0707 19:48:50.054381 140666892580672 train_utils.py:380] eval in step: 250, loss: 2.4278, acc: 0.1595
I0707 19:48:50.088305 140666892580672 train_utils.py:346] train in step: 251
I0707 19:48:50.132973 140666892580672 train_utils.py:346] train in step: 252
I0707 19:48:50.243307 140666892580672 train_utils.py:346] train in step: 253
I0707 19:48:50.355187 140666892580672 train_utils.py:346] train in step: 254
I0707 19:48:50.470301 140666892580672 train_utils.py:346] train in step: 255
I0707 19:48:50.592807 140666892580672 train_utils.py:346] train in step: 256
I0707 19:48:50.718980 140666892580672 train_utils.py:346] train in step: 257
I0707 19:48:50.847252 140666892580672 train_utils.py:346] train in step: 258
