I0707 16:15:04.600445 140034155616064 train_utils.py:365] train in step: 50, loss: 2.3780999183654785, acc: 0.17159999907016754
I0707 16:21:36.886750 140034155616064 train_utils.py:365] train in step: 800, loss: 2.2390999794006348, acc: 0.1875
I0707 16:21:59.638370 140034155616064 train_utils.py:380] eval in step: 800, loss: 2.2734, acc: 0.1595
I0707 16:22:11.281321 140034155616064 train_utils.py:365] train in step: 850, loss: 2.2943999767303467, acc: 0.16249999403953552
I0707 16:22:28.805598 140034155616064 train_utils.py:380] eval in step: 850, loss: 2.2646, acc: 0.1595
I0707 16:22:40.201423 140034155616064 train_utils.py:365] train in step: 900, loss: 2.263399839401245, acc: 0.17000000178813934
I0707 16:22:59.983690 140034155616064 train_utils.py:380] eval in step: 900, loss: 2.2618, acc: 0.1715
I0707 16:23:09.456656 140034155616064 train_utils.py:365] train in step: 950, loss: 2.2707998752593994, acc: 0.16499999165534973
I0707 16:23:34.968532 140034155616064 train_utils.py:380] eval in step: 950, loss: 2.2698, acc: 0.1715
I0707 16:23:44.241399 140034155616064 train_utils.py:365] train in step: 1000, loss: 2.2839999198913574, acc: 0.16249999403953552
I0707 16:24:14.802804 140034155616064 train_utils.py:380] eval in step: 1000, loss: 2.2642, acc: 0.1595
I0707 16:24:22.646630 140034155616064 train_utils.py:365] train in step: 1050, loss: 2.2844998836517334, acc: 0.14999999105930328
I0707 16:24:37.159048 140034155616064 train_utils.py:380] eval in step: 1050, loss: 2.2636, acc: 0.1595
I0707 16:24:56.787267 140034155616064 train_utils.py:365] train in step: 1100, loss: 2.2749998569488525, acc: 0.1574999988079071
I0707 16:25:10.350539 140034155616064 train_utils.py:380] eval in step: 1100, loss: 2.2727, acc: 0.1595
I0707 16:25:24.577613 140034155616064 train_utils.py:365] train in step: 1150, loss: 2.2711000442504883, acc: 0.1574999988079071
I0707 16:25:40.098035 140034155616064 train_utils.py:380] eval in step: 1150, loss: 2.2762, acc: 0.1595
I0707 16:26:02.080025 140034155616064 train_utils.py:365] train in step: 1200, loss: 2.2839999198913574, acc: 0.1599999964237213
I0707 16:26:20.124295 140034155616064 train_utils.py:380] eval in step: 1200, loss: 2.2632, acc: 0.1715
I0707 16:26:28.239887 140034155616064 train_utils.py:365] train in step: 1250, loss: 2.2575998306274414, acc: 0.17999999225139618
I0707 16:26:55.209126 140034155616064 train_utils.py:380] eval in step: 1250, loss: 2.2604, acc: 0.1595
I0707 16:27:03.099985 140034155616064 train_utils.py:365] train in step: 1300, loss: 2.2662999629974365, acc: 0.14499999582767487
I0707 16:27:27.727268 140034155616064 train_utils.py:380] eval in step: 1300, loss: 2.2629, acc: 0.1595
I0707 16:27:37.485510 140034155616064 train_utils.py:365] train in step: 1350, loss: 2.280400037765503, acc: 0.1525000035762787
I0707 16:27:59.100017 140034155616064 train_utils.py:380] eval in step: 1350, loss: 2.2785, acc: 0.1595
I0707 16:28:10.076157 140034155616064 train_utils.py:365] train in step: 1400, loss: 2.275399923324585, acc: 0.17249999940395355
I0707 16:28:37.233666 140034155616064 train_utils.py:380] eval in step: 1400, loss: 2.2604, acc: 0.1595
I0707 16:28:45.298810 140034155616064 train_utils.py:365] train in step: 1450, loss: 2.241799831390381, acc: 0.17999999225139618
I0707 16:29:09.578229 140034155616064 train_utils.py:380] eval in step: 1450, loss: 2.2587, acc: 0.1595
I0707 16:29:19.686558 140034155616064 train_utils.py:365] train in step: 1500, loss: 2.2402000427246094, acc: 0.16499999165534973
I0707 16:29:36.368103 140034155616064 train_utils.py:380] eval in step: 1500, loss: 2.2593, acc: 0.1715
I0707 16:29:48.284966 140034155616064 train_utils.py:365] train in step: 1550, loss: 2.2465999126434326, acc: 0.14999999105930328
I0707 16:30:27.059296 140034155616064 train_utils.py:380] eval in step: 1550, loss: 2.2581, acc: 0.1595
I0707 16:30:34.776264 140034155616064 train_utils.py:365] train in step: 1600, loss: 2.254699945449829, acc: 0.1599999964237213
I0707 16:30:51.183485 140034155616064 train_utils.py:380] eval in step: 1600, loss: 2.2586, acc: 0.1595
I0707 16:31:03.361877 140034155616064 train_utils.py:365] train in step: 1650, loss: 2.2289998531341553, acc: 0.19999998807907104
I0707 16:31:27.505192 140034155616064 train_utils.py:380] eval in step: 1650, loss: 2.2562, acc: 0.1715
I0707 16:31:48.845199 140034155616064 train_utils.py:365] train in step: 1700, loss: 2.273399829864502, acc: 0.13249999284744263
I0707 16:32:01.103549 140034155616064 train_utils.py:380] eval in step: 1700, loss: 2.2590, acc: 0.1595
I0707 16:32:11.398351 140034155616064 train_utils.py:365] train in step: 1750, loss: 2.259899854660034, acc: 0.1824999898672104
I0707 16:32:32.398810 140034155616064 train_utils.py:380] eval in step: 1750, loss: 2.2667, acc: 0.1715
I0707 16:32:44.068345 140034155616064 train_utils.py:365] train in step: 1800, loss: 2.2532999515533447, acc: 0.19249999523162842
I0707 16:33:07.575233 140034155616064 train_utils.py:380] eval in step: 1800, loss: 2.2551, acc: 0.1715
I0707 16:33:17.688565 140034155616064 train_utils.py:365] train in step: 1850, loss: 2.2577998638153076, acc: 0.1824999898672104
I0707 16:33:39.005502 140034155616064 train_utils.py:380] eval in step: 1850, loss: 2.2616, acc: 0.1715
I0707 16:33:49.961201 140034155616064 train_utils.py:365] train in step: 1900, loss: 2.254999876022339, acc: 0.17000000178813934
I0707 16:34:24.516748 140034155616064 train_utils.py:380] eval in step: 1900, loss: 2.2635, acc: 0.1595
I0707 16:34:32.458556 140034155616064 train_utils.py:365] train in step: 1950, loss: 2.2811999320983887, acc: 0.14999999105930328
I0707 16:35:03.064634 140034155616064 train_utils.py:380] eval in step: 1950, loss: 2.2605, acc: 0.1595
I0707 16:35:10.927200 140034155616064 train_utils.py:365] train in step: 2000, loss: 2.234799861907959, acc: 0.1850000023841858
I0707 16:35:30.465740 140034155616064 train_utils.py:380] eval in step: 2000, loss: 2.2639, acc: 0.1595
I0707 16:35:46.469602 140034155616064 train_utils.py:365] train in step: 2050, loss: 2.229099988937378, acc: 0.1875
I0707 16:36:05.746189 140034155616064 train_utils.py:380] eval in step: 2050, loss: 2.2599, acc: 0.1595
I0707 16:36:15.992655 140034155616064 train_utils.py:365] train in step: 2100, loss: 2.2632999420166016, acc: 0.17749999463558197
I0707 16:36:45.886839 140034155616064 train_utils.py:380] eval in step: 2100, loss: 2.2552, acc: 0.1715
I0707 16:36:53.895765 140034155616064 train_utils.py:365] train in step: 2150, loss: 2.2532999515533447, acc: 0.1850000023841858
I0707 16:37:15.645417 140034155616064 train_utils.py:380] eval in step: 2150, loss: 2.2564, acc: 0.1715
I0707 16:37:28.481448 140034155616064 train_utils.py:365] train in step: 2200, loss: 2.2409000396728516, acc: 0.19749999046325684
I0707 16:37:47.330116 140034155616064 train_utils.py:380] eval in step: 2200, loss: 2.2601, acc: 0.1715
I0707 16:38:04.594063 140034155616064 train_utils.py:365] train in step: 2250, loss: 2.2323999404907227, acc: 0.1899999976158142
I0707 16:38:19.504048 140034155616064 train_utils.py:380] eval in step: 2250, loss: 2.2597, acc: 0.1715
I0707 16:38:32.310358 140034155616064 train_utils.py:365] train in step: 2300, loss: 2.2518999576568604, acc: 0.17499999701976776
I0707 16:38:55.202023 140034155616064 train_utils.py:380] eval in step: 2300, loss: 2.2554, acc: 0.1715
I0707 16:39:04.844387 140034155616064 train_utils.py:365] train in step: 2350, loss: 2.2298998832702637, acc: 0.17999999225139618
I0707 16:39:42.210865 140034155616064 train_utils.py:380] eval in step: 2350, loss: 2.2593, acc: 0.1715
I0707 16:39:50.013107 140034155616064 train_utils.py:365] train in step: 2400, loss: 2.260999917984009, acc: 0.1574999988079071
I0707 16:40:34.253303 140034155616064 train_utils.py:380] eval in step: 2400, loss: 2.2600, acc: 0.1715
I0707 16:40:42.010139 140034155616064 train_utils.py:365] train in step: 2450, loss: 2.2655999660491943, acc: 0.1525000035762787
I0707 16:40:54.711510 140034155616064 train_utils.py:380] eval in step: 2450, loss: 2.2564, acc: 0.1595
I0707 16:41:14.486567 140034155616064 train_utils.py:365] train in step: 2500, loss: 2.267199993133545, acc: 0.14249999821186066
I0707 16:41:27.272975 140034155616064 train_utils.py:380] eval in step: 2500, loss: 2.2571, acc: 0.1715
I0707 16:41:42.769119 140034155616064 train_utils.py:365] train in step: 2550, loss: 2.238800048828125, acc: 0.1574999988079071
I0707 16:42:02.908412 140034155616064 train_utils.py:380] eval in step: 2550, loss: 2.2598, acc: 0.1595
I0707 16:42:16.198962 140034155616064 train_utils.py:365] train in step: 2600, loss: 2.260499954223633, acc: 0.14999999105930328
I0707 16:42:33.117378 140034155616064 train_utils.py:380] eval in step: 2600, loss: 2.2555, acc: 0.1715
I0707 16:42:46.835485 140034155616064 train_utils.py:365] train in step: 2650, loss: 2.2374000549316406, acc: 0.17499999701976776
I0707 16:43:08.047893 140034155616064 train_utils.py:380] eval in step: 2650, loss: 2.2623, acc: 0.1595
I0707 16:43:23.637334 140034155616064 train_utils.py:365] train in step: 2700, loss: 2.282099962234497, acc: 0.16749998927116394
I0707 16:43:52.202311 140034155616064 train_utils.py:380] eval in step: 2700, loss: 2.2587, acc: 0.1715
I0707 16:44:00.988718 140034155616064 train_utils.py:365] train in step: 2750, loss: 2.2398998737335205, acc: 0.20999999344348907
I0707 16:44:32.133293 140034155616064 train_utils.py:380] eval in step: 2750, loss: 2.2561, acc: 0.1715
I0707 16:44:39.990302 140034155616064 train_utils.py:365] train in step: 2800, loss: 2.224900007247925, acc: 0.23749999701976776
I0707 16:45:01.041628 140034155616064 train_utils.py:380] eval in step: 2800, loss: 2.2612, acc: 0.1715
I0707 16:45:16.377020 140034155616064 train_utils.py:365] train in step: 2850, loss: 2.055500030517578, acc: 0.29499998688697815
I0707 16:45:31.525330 140034155616064 train_utils.py:380] eval in step: 2850, loss: 2.5034, acc: 0.1715
I0707 16:45:45.093774 140034155616064 train_utils.py:365] train in step: 2900, loss: 2.1524999141693115, acc: 0.26749998331069946
I0707 16:46:10.837927 140034155616064 train_utils.py:380] eval in step: 2900, loss: 2.2243, acc: 0.1715
I0707 16:46:19.322714 140034155616064 train_utils.py:365] train in step: 2950, loss: 2.1659998893737793, acc: 0.2724999785423279
I0707 16:46:44.039565 140034155616064 train_utils.py:380] eval in step: 2950, loss: 2.2723, acc: 0.1715
I0707 16:46:52.067660 140034155616064 train_utils.py:365] train in step: 3000, loss: 2.028599977493286, acc: 0.29749998450279236
I0707 16:47:16.271767 140034155616064 train_utils.py:380] eval in step: 3000, loss: 2.1685, acc: 0.2305
I0707 16:47:27.478738 140034155616064 train_utils.py:365] train in step: 3050, loss: 2.1098999977111816, acc: 0.2800000011920929
I0707 16:47:47.971980 140034155616064 train_utils.py:380] eval in step: 3050, loss: 2.1317, acc: 0.2915
I0707 16:47:59.397842 140034155616064 train_utils.py:365] train in step: 3100, loss: 2.0427000522613525, acc: 0.2849999964237213
I0707 16:48:22.093122 140034155616064 train_utils.py:380] eval in step: 3100, loss: 2.2543, acc: 0.1770
I0707 16:48:37.193940 140034155616064 train_utils.py:365] train in step: 3150, loss: 2.0785000324249268, acc: 0.26749998331069946
I0707 16:48:58.779104 140034155616064 train_utils.py:380] eval in step: 3150, loss: 2.1202, acc: 0.2970
I0707 16:49:07.574800 140034155616064 train_utils.py:365] train in step: 3200, loss: 2.1111998558044434, acc: 0.28999999165534973
I0707 16:49:33.542001 140034155616064 train_utils.py:380] eval in step: 3200, loss: 2.1038, acc: 0.2985
I0707 16:49:45.197910 140034155616064 train_utils.py:365] train in step: 3250, loss: 2.0488998889923096, acc: 0.29249998927116394
I0707 16:50:08.732645 140034155616064 train_utils.py:380] eval in step: 3250, loss: 2.0390, acc: 0.2955
I0707 16:50:18.638696 140034155616064 train_utils.py:365] train in step: 3300, loss: 2.09309983253479, acc: 0.26749998331069946
I0707 16:50:40.555311 140034155616064 train_utils.py:380] eval in step: 3300, loss: 2.0918, acc: 0.3065
I0707 16:50:51.985259 140034155616064 train_utils.py:365] train in step: 3350, loss: 2.1171000003814697, acc: 0.2574999928474426
I0707 16:51:24.660650 140034155616064 train_utils.py:380] eval in step: 3350, loss: 2.1999, acc: 0.1975
I0707 16:51:32.341712 140034155616064 train_utils.py:365] train in step: 3400, loss: 1.982800006866455, acc: 0.32249999046325684
I0707 16:51:47.324931 140034155616064 train_utils.py:380] eval in step: 3400, loss: 2.0040, acc: 0.3055
I0707 16:51:57.722486 140034155616064 train_utils.py:365] train in step: 3450, loss: 2.0555999279022217, acc: 0.2824999988079071
I0707 16:52:21.924360 140034155616064 train_utils.py:380] eval in step: 3450, loss: 2.0100, acc: 0.3020
I0707 16:52:33.878029 140034155616064 train_utils.py:365] train in step: 3500, loss: 1.9645999670028687, acc: 0.3100000023841858
I0707 16:52:59.251742 140034155616064 train_utils.py:380] eval in step: 3500, loss: 2.0959, acc: 0.2855
I0707 16:53:07.669984 140034155616064 train_utils.py:365] train in step: 3550, loss: 1.9585999250411987, acc: 0.3499999940395355
I0707 16:53:29.660668 140034155616064 train_utils.py:380] eval in step: 3550, loss: 1.9983, acc: 0.3070
I0707 16:53:41.347007 140034155616064 train_utils.py:365] train in step: 3600, loss: 2.0508999824523926, acc: 0.2750000059604645
I0707 16:54:19.946776 140034155616064 train_utils.py:380] eval in step: 3600, loss: 1.9881, acc: 0.3065
I0707 16:54:27.782879 140034155616064 train_utils.py:365] train in step: 3650, loss: 2.0147998332977295, acc: 0.29249998927116394
I0707 16:54:44.776147 140034155616064 train_utils.py:380] eval in step: 3650, loss: 1.9883, acc: 0.3070
I0707 16:54:54.227087 140034155616064 train_utils.py:365] train in step: 3700, loss: 2.1905999183654785, acc: 0.20250000059604645
I0707 16:55:18.849788 140034155616064 train_utils.py:380] eval in step: 3700, loss: 2.1283, acc: 0.2680
I0707 16:55:30.684005 140034155616064 train_utils.py:365] train in step: 3750, loss: 2.102400064468384, acc: 0.26249998807907104
I0707 16:55:53.578092 140034155616064 train_utils.py:380] eval in step: 3750, loss: 1.9839, acc: 0.3070
I0707 16:56:03.161438 140034155616064 train_utils.py:365] train in step: 3800, loss: 2.0443999767303467, acc: 0.2775000035762787
I0707 16:56:42.768053 140034155616064 train_utils.py:380] eval in step: 3800, loss: 2.0779, acc: 0.2900
I0707 16:56:50.622421 140034155616064 train_utils.py:365] train in step: 3850, loss: 2.106799840927124, acc: 0.3050000071525574
I0707 16:57:03.828312 140034155616064 train_utils.py:380] eval in step: 3850, loss: 2.0546, acc: 0.2930
I0707 16:57:15.935783 140034155616064 train_utils.py:365] train in step: 3900, loss: 2.029599905014038, acc: 0.3100000023841858
I0707 16:57:51.344225 140034155616064 train_utils.py:380] eval in step: 3900, loss: 2.0166, acc: 0.2955
I0707 16:57:59.182072 140034155616064 train_utils.py:365] train in step: 3950, loss: 2.021199941635132, acc: 0.29999998211860657
I0707 16:58:21.634238 140034155616064 train_utils.py:380] eval in step: 3950, loss: 2.0299, acc: 0.3045
I0707 16:58:29.676909 140034155616064 train_utils.py:365] train in step: 4000, loss: 2.063499927520752, acc: 0.2874999940395355
I0707 16:58:57.028905 140034155616064 train_utils.py:380] eval in step: 4000, loss: 1.9933, acc: 0.3070
I0707 16:59:04.977285 140034155616064 train_utils.py:365] train in step: 4050, loss: 1.9667999744415283, acc: 0.3375000059604645
I0707 16:59:26.378438 140034155616064 train_utils.py:380] eval in step: 4050, loss: 1.9943, acc: 0.3060
I0707 16:59:43.587440 140034155616064 train_utils.py:365] train in step: 4100, loss: 1.9169999361038208, acc: 0.3499999940395355
I0707 17:00:03.750276 140034155616064 train_utils.py:380] eval in step: 4100, loss: 1.9802, acc: 0.3065
I0707 17:00:14.328102 140034155616064 train_utils.py:365] train in step: 4150, loss: 1.9904999732971191, acc: 0.3199999928474426
I0707 17:00:51.666501 140034155616064 train_utils.py:380] eval in step: 4150, loss: 1.9740, acc: 0.3070
I0707 17:00:59.485506 140034155616064 train_utils.py:365] train in step: 4200, loss: 1.9886999130249023, acc: 0.3149999976158142
I0707 17:01:15.485873 140034155616064 train_utils.py:380] eval in step: 4200, loss: 1.9738, acc: 0.3070
I0707 17:01:37.313061 140034155616064 train_utils.py:365] train in step: 4250, loss: 1.9989999532699585, acc: 0.2849999964237213
I0707 17:01:50.238303 140034155616064 train_utils.py:380] eval in step: 4250, loss: 1.9749, acc: 0.3070
I0707 17:02:01.420390 140034155616064 train_utils.py:365] train in step: 4300, loss: 2.030400037765503, acc: 0.2724999785423279
I0707 17:02:25.059239 140034155616064 train_utils.py:380] eval in step: 4300, loss: 1.9803, acc: 0.3070
I0707 17:02:38.331785 140034155616064 train_utils.py:365] train in step: 4350, loss: 2.0100998878479004, acc: 0.3400000035762787
I0707 17:03:07.285416 140034155616064 train_utils.py:380] eval in step: 4350, loss: 2.0176, acc: 0.2955
I0707 17:03:15.307221 140034155616064 train_utils.py:365] train in step: 4400, loss: 2.1541998386383057, acc: 0.25999999046325684
I0707 17:03:38.559680 140034155616064 train_utils.py:380] eval in step: 4400, loss: 2.0555, acc: 0.2680
I0707 17:03:47.396896 140034155616064 train_utils.py:365] train in step: 4450, loss: 2.0408999919891357, acc: 0.2824999988079071
I0707 17:04:20.753777 140034155616064 train_utils.py:380] eval in step: 4450, loss: 2.0603, acc: 0.3070
I0707 17:04:29.057131 140034155616064 train_utils.py:365] train in step: 4500, loss: 2.001999855041504, acc: 0.29249998927116394
I0707 17:04:52.875865 140034155616064 train_utils.py:380] eval in step: 4500, loss: 2.0014, acc: 0.2950
I0707 17:05:01.846285 140034155616064 train_utils.py:365] train in step: 4550, loss: 2.0806000232696533, acc: 0.26999998092651367
I0707 17:05:22.614958 140034155616064 train_utils.py:380] eval in step: 4550, loss: 2.2467, acc: 0.1815
I0707 17:05:35.813768 140034155616064 train_utils.py:365] train in step: 4600, loss: 2.024199962615967, acc: 0.29749998450279236
I0707 17:06:00.777367 140034155616064 train_utils.py:380] eval in step: 4600, loss: 2.0927, acc: 0.2795
I0707 17:06:17.065344 140034155616064 train_utils.py:365] train in step: 4650, loss: 1.9943000078201294, acc: 0.29249998927116394
I0707 17:06:34.463202 140034155616064 train_utils.py:380] eval in step: 4650, loss: 2.0678, acc: 0.3025
I0707 17:06:46.285061 140034155616064 train_utils.py:365] train in step: 4700, loss: 2.000499963760376, acc: 0.29499998688697815
I0707 17:07:07.416924 140034155616064 train_utils.py:380] eval in step: 4700, loss: 2.2629, acc: 0.1735
I0707 17:07:19.568097 140034155616064 train_utils.py:365] train in step: 4750, loss: 1.9351999759674072, acc: 0.32999998331069946
I0707 17:07:41.104847 140034155616064 train_utils.py:380] eval in step: 4750, loss: 2.1481, acc: 0.2640
I0707 17:08:01.948321 140034155616064 train_utils.py:365] train in step: 4800, loss: 1.9569998979568481, acc: 0.3449999988079071
I0707 17:08:15.745898 140034155616064 train_utils.py:380] eval in step: 4800, loss: 1.9825, acc: 0.3035
I0707 17:08:28.366517 140034155616064 train_utils.py:365] train in step: 4850, loss: 2.023200035095215, acc: 0.29249998927116394
I0707 17:09:02.348136 140034155616064 train_utils.py:380] eval in step: 4850, loss: 2.2649, acc: 0.1960
I0707 17:09:11.566394 140034155616064 train_utils.py:365] train in step: 4900, loss: 1.9991999864578247, acc: 0.28999999165534973
I0707 17:09:43.085926 140034155616064 train_utils.py:380] eval in step: 4900, loss: 1.9963, acc: 0.3070
I0707 17:09:51.071626 140034155616064 train_utils.py:365] train in step: 4950, loss: 2.0534000396728516, acc: 0.29999998211860657
I0707 17:10:07.713072 140034155616064 train_utils.py:380] eval in step: 4950, loss: 2.0203, acc: 0.2995
I0707 17:10:21.459645 140034155616064 train_utils.py:365] train in step: 5000, loss: 2.0994999408721924, acc: 0.26499998569488525
I0707 17:10:45.944901 140034155616064 train_utils.py:380] eval in step: 5000, loss: 2.1247, acc: 0.2725
